C03557	NCCP(O)(O)=O
C01441	NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O
C03383	OC[C@@H](O)[C@@H]1OC(=O)[C@H](O)[C@H]1O
C20403	CC1(C(O)C[CH]3(C21([CH](CC(C)(C)C2)C=C(C([O-])=O)3)))
C09839	C=1C=CC=2N3[C@]4([C@]5([C@@]6([H])C[C@@]7(N(CC[C@]47C2C1)CC6=CCO[C@]5(N8[C@@]9([C@]%10(C=%11C=CC=CC%118)[C@@]%12(C[C@@]%13([C@]9([C@]3(OCC=C%13CN%12CC%10)[H])[H])[H])[H])[H])[H])[H])[H])[H]
C00237	[C-]#[O+]
C17403	CCCCCCCC(NC1(C(N2(C(C(=O)[O-])C(C)(C)S[CH]12))=O))=O
C12432	COC(=O)CCC[N+](C)(C)C
C15776	CC(C)C(=C)CCC(C)[CH]3(CC[CH]4(C2(CC[CH]1(C(C)C(O)CCC(C)1C=2CCC(C)34))))
C01175	COC2(=CC(C=CC(=O)OC1(C(O)C(C(C(O1)CO)O)O))=CC(=C(O)2)OC)
C04346	C[C@H]1O[C@H](OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H](C[C@@H]2O)n2cc(C)c(=O)[nH]c2=O)[C@H](O)[C@@H](O)[C@H]1N
C19243	CC=C(C(=O)OC)C=C(C)C=C(C=CC=C(C(=O)C12(OC(C(O)(CCO)NC(=O)1)2))C)C
C02116	CC(C)[N+]([O-])=O
C16199	OC(=O)c1cc(ccc1O)S(O)(=O)=O
C00330	Nc1nc2n(cnc2c(=O)[nH]1)[C@H]1C[C@H](O)[C@@H](CO)O1
C05435	CC(C)=CCC\C(C)=C\C=C\C(C)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C1=C(C)CCCC1(C)C
C01743	N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2N)[C@H](O)[C@H]1O
C05892	C[C@H](NC(=O)C(C)O[C@H]1[C@H](O)[C@@H](CO)OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)[C@@H]1NC(C)=O)C(=O)NC(CCC(=O)N[C@@H](CCCCN)C(O)=O)C(O)=O
C05466	[H][C@@]12C[C@H](O)CC[C@]1(C)[C@@]1([H])CC[C@]3(C)[C@]([H])(CC[C@@]3([H])[C@]1([H])[C@H](O)C2)[C@H](C)CCC(=O)NCC(O)=O
C05442	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)\C=C\[C@@H](CC)C(C)C
C00684	C(O)C(O)CC(=O)C(=O)[O-]
C10033	COc1cc2oc(cc(=O)c2c(O)c1OC)-c1ccc(O)c(O)c1
C12102	CCC3(C(=O)CC(C(C)C(C(C)=CC1(CCC(O)C(OC)C1))OC(=O)C2(CCCCN2C(=O)C(C4(O)(C(C)CC([CH](C(CC(C)CC(C)=C3)OC)O4)OC))=O))O)
C15986	CNCCCC(=O)c1ccc(O)nc1O
C05773	[H][C@]12[C@H](CC(O)=O)[C@@](C)(CCC(O)=O)\C(N1[Co++])=C(C)\C1=N\C(=C/C3=N/C(=C(C)\C4=N[C@]2(C)[C@@](C)(CC(O)=O)[C@@H]4CCC(O)=O)[C@@](C)(CC(O)=O)[C@@H]3CCC(O)=O)C(C)(C)[C@@H]1CCC(O)=O
C04416	CC(C)C(C)C=CC(C)C2(CCC1(C3(=CCC4(O)(CC(O)CCC(C)(C(CCC(C)12)3)4))))
C03738	CC(NC(=O)CCC([N+])C(=O)[O-])C(=O)[O-]
C03003	OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)[n+]1cccc(c1)C(O)=O
C11101	[CH](=O)C1(OC(CO)=CC=1)
C05198	C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12
C21191	COC4(C(=CC=C(CC3(C(CC2(=CC1(=C(OCO1)C=C2)))COC3=O))C=4)O)
C20244	C=C1(CCC2(CC1C2(C)C))
C04597	COc1ccc(cc1OC)C(O)C(CO)c1ccc(OC)c(OC)c1
C01595	CCCCC\C=C/C\C=C/CCCCCCCC([O-])=O
C21496	CC(=CCCC(=CCC1(=C(O)C(O)=CC2(=C1OC(=O)C=C2)))C)C
c06719	C1(C(=O)CC(O)CC=1O)
C00245	C(CS(O)(=O)=O)N
C19786	C([N+])CCC([N+])CC(=O)NC2(C([N+]=C1(NC(C(C(=O)[O-])N1)C(O)C[N+]))OC(CO)C(OC(=O)N)C(O)2)
C01478	O[As](O)(O)=O
C11830	C=CC2(C(C)=C4(C=C8(C(C)=C(CCC(=O)[O-])C7(=N([Mg]35(N1(=C(C(C=C)=C(C)C1=CC=2N34)C=C6(C(C)=C(C(=O)CC(=O)OC)C(N56)=C7))))8))))
C21136	C3(=O)(C(=C2(C(=O)NC1(C(=CC=CC=1)2)))C=C(N3)C4(=CNC5(=C4C=C(O)C=C5)))
C03663	CC(=O)c1ccc(O)cc1O
C00402	N[C@H](CC(O)=O)C(O)=O
C19835	CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC1(C(C)=CCC(C(C)(C)1)O)
C00418	C[C@@](O)(CCO)CC([O-])=O
C01170	CC(=O)N[C@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1OP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(=O)[nH]c1=O
C07403	CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc23)CC1
C01744	OC(=O)CCc1ccc(O)cc1
C16225	COC1(C=C(C(=CC=1)C3(CC2(C(=CC(=CC=2)O)OC3)))O)
C21284	CC1(=C8(C=C4(C(C)=C(CCC([O-])=O)C5(C=C3(C(CCC([O-])=O)=C(C)C2(=CC7(C(CCC(=O)[O-])=C(C)C6(=CC(=C(CCC([O-])=O)1)N([Fe--](N23)([N+]4=5)[N+]6=7)8))))))))
C10839	CCCC=CCC=CCCCCCCCC1(C(=C(C=CC=1)O)O)
C05200	CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\Cc1cc(cc(O)c1O)C(O)=O
C06691	CC3(C2(C(C1(C(=C(C=C(C=1C(C=2C[CH](CC(=O)[O-])O3)=O)O)C4(C=C(C5(=C(C=4O)C(C6(C(C)O[CH](CC(=O)[O-])CC(C5=O)=6))=O))O))O))=O))
C10974	C[N+]CCCC=O
C19799	O[C@H]1[C@H](O)[C@H](O)[C@H](OP(O)(=O)O[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](OP(O)(O)=O)[C@H]2O)[C@@H](O)[C@@H]1O
C15727	CN3(C(=O)CNC(=O)C(NC(=O)C2(N=C1(C=CC=CC1=CC(O)=2)))CSC(=O)C(CSC)N(C)C(=O)C6(CSSCC3C(=O)N(C)C(CSC)C(=O)SCC(NC(=O)C5(=NC4(=CC=CC=C4C=C(O)5)))C(=O)NCC(N6C)=O))
C05770	Cc1c(CCC(O)=O)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(O)=O)c(C)c4CCC(O)=O)c(C)c3CCC(O)=O
C05502	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)[C@H](O)CCC(C)C
C18212	CC(CCC(=CCl)CCCC#CBr)C=CCCC(=O)NCCC(OC)=CC(=O)N1(C(C)C=CC(=O)1)
C00361	O1C2=C(C(C(C1C3=C(C(=C(C(=C3*)*)*)*)*)*)=O)C(=C(C(=C2*)*)*)*
C00510	CCCCCCCC\C=C/CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12
C10955	COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)cc(C)n1
C19679	[CH](=O)C(C(C(C(CO)O)O)O)=O
C16298	C(O)C1(C(O)C(O)C(O)C(O1)OC4(C3(C=C([O-])C(C2(=CC=C(O)C(O)=C2))=[O+]C=3C=C([O-])C=4)))
C00441	[H]C(=O)C[C@H](N)C([O-])=O
C01191	Nc1ccccc1
C06210	CC(=O)C=CC=C(O)C([O-])=O
C01967	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC1(C(C(OC)=C(OC)C(=O)C(C)=1)=O)
C07090	C=C1OC(=O)C=C1
C05220	COC1=C[C@]23CCN(C)[C@H](Cc4ccc(OC)c(O)c24)C3=C[C@@H]1O
C17955	CC1(C23(C(C(O)C1)=C(C)C(C)(C)C(C2)CC3))
C02587	CC(=O)C1(CCNC2(=NC(N)=NC(=O)C(N=1)2))
C06196	C1(=O)NC=NC2=C1N=CN2[C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)C3
C20589	C([O-])(=O)C([N+])C(O)C(O)C(O)COP([O-])(=O)[O-]
C00398	C([N+])CC1(=CNC2(C=CC=CC1=2))
C20159	C=C([CH]1(C[CH]2(C(=CCCC(CC1)2C)C)))C
C00168	OCC(=O)C(O)=O
C03881	CCCCCCCCCCCCCC(=O)C(N)C(=O)NC([R])C(=O)O
C04236	CC(C)[C@H](C(O)=O)C(=O)C(O)=O
C00427	CCCCCC(O)C=CC2(C1(CC(OO1)C(CC=CCCCC(=O)[O-])2))
C03032	[H][C@@]12N(C(=O)C(C(C)=O)=C1O)C(C)(C)[C@]1([H])Cc3cccc4[nH]cc(c34)[C@]21[H]
C07609	[H][C@@]12CC\C(C)=C\CC[C@@]3(C)O[C@]3([H])[C@@]1([H])OC(=O)C2=C
C20839	CC(CCCC(C(=O)[O-])C)[CH]3(CC[CH]4([CH]2(CCC1(=CC(=O)CCC(C)1[CH]2CCC(C)34))))
C21559	C([O-])(=O)CCC(C(=O)[O-])[N+]CC([N+])C(=O)[O-]
C15790	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC(=O)[C@@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)[C@@H](O)C[C@@H](C)C(C)C
C02944	CCCCCCCCC=CCC(SCCNC(CCNC(C(C(COP(OP(OCC3(C(OP(=O)([O-])[O-])C(O)C(N2(C1(N=CN=C(N)C=1N=C2)))O3))(=O)[O-])(=O)[O-])(C)C)O)=O)=O)=O
C01144	C[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12
C20486	CC(=CCCC(C1(CC=C(C=C1)C))C)C
C01342	[H][N+]([H])([H])[H]
C15777	[H][C@@]12CC=C3C(CC[C@]4(C)[C@]([H])(CC[C@@]34[H])[C@H](C)CCC(=C)C(C)C)[C@@]1(C)CC[C@H](O)C2
C18369	CC1(C)([CH]2(CCC1(C)C(=O)C2))
C06827	[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)c1ccc(O)cc1)C(O)=O
C05177	C[N+]2(CCC1(=CC(=C(O)C=C1[CH]2CC3(C=CC(=CC=3)OC4(=C(C=CC(=C4)C[CH]6([N+](C)CCC5(=CC(=C(O)C=C56)OC)))O)))OC))
C00885	O[C@@H]1[C@@H](OC(=C)C([O-])=O)C=CC=C1C([O-])=O
C05361	NN
C01252	Nc1ccccc1C(=O)CC(=O)C(O)=O
C20395	CC(=O)NC1(C(C(C(C(=O)[O-])OC1OP([O-])(=O)OP([O-])(OCC3(OC(N2(C(NC(=O)C=C2)=O))C(O)C3O))=O)O)=O)
C14604	C1(C=C(O)C(N)=CC(O)=1)
C00940	NC(=O)CCC(=O)C(O)=O
C07168	c1nc(cs1)-c1nc2ccccc2[nH]1
C03567	C3(=CC(C1(C(C2(=CC=C(C=C(OC1)2)O))=O))=C(C=C3O)O)
C18633	[H][C@]12C[C@@H](C[C@](C)(O1)c1cc(O)c3C(=O)c4c(O)c5[C@H](C[C@](C)(O)[C@H](C(=O)OC)c5cc4C(=O)c3c1C2)O[C@@H]1O[C@@H](C)[C@H](OC)[C@@](C)(O)[C@H]1OC)N(C)C
C11853	[C@@]123C[C@](C(C1)=C)(CC[C@]3(C4=CC(C[C@]([C@]4([C@@H]2C(O)=O)[H])(C(O)=O)C)=O)[H])O
C21092	CCC(C)C([N+])C([O-])=O
C14385	CCC1(C=CC=CC(O)=1)
C07497	CCOC(CC(C(=O)OCC)SP(OC)(OC)=S)=O
C21566	C=CC3(C(OC=C(C(=O)OC)C(C[CH]2([N+]CCC1(=CC(OC)=C(O)C=C12)))3)OC4(OC(CO)C(O)C(O)C(O)4))
C08290	C1(C=C(N=C(N=1)N)CC([N+])C(=O)[O-])
C00486	CC1=C(C=C)\C(NC1=O)=C\c1[nH]c(Cc2[nH]c(\C=C3NC(=O)C(C=C)=C/3C)c(C)c2CCC(O)=O)c(CCC(O)=O)c1C
C15791	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC(=O)[C@@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)C(C)C
C01946	CC4(CC1(CO1)C(=O)C(C)C(O)C(C)C(C)OC(=O)C(C)C(OC2(CC(OC)C(O)C(C)O2))C(C)C(OC3(OC(C)CC(C(O)3)[N+](C)C))4)
C08926	[H][C@@]12CC[C@]3(C)[C@]([H])(C[C@H]4O[C@]44[C@]5([H])C[C@@](C)(C=O)[C@H](C[C@]5(C)[C@@H](O)C[C@@]34C)OC(=O)c3ccccc3NC)[C@@]1(C)CC[C@H](O[C@@H]1OC[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@@]2(C)CO
C18013	Oc1cc(O)c2C(=O)C(=C(O)C(=O)c2c1)C1=C(O)C(=O)c2cc(O)cc(O)c2C1=O
C03743	Oc1cc(O)c(O)c(O)c1
C06022	CCCCCCCCCCCC(CC(OC3(C(C(OP(=O)([O-])OP(=O)([O-])OCC1(OC(C(O)C(O)1)N2(C=CC(=O)NC(=O)2)))OC(C3O)CO)[N+]))=O)O
C01081	Cc1ncc(C[n+]2csc(CCOP(O)(O)=O)c2C)c(N)n1
C00532	C(C(C(C(CO)O)O)O)O
C20500	CC(O)CCCC(O)C1(=C(O)C2(=C(C=C([O-])1)C(=O)C3(=C(C(=O)2)C(O)=CC([O-])=C3)))
C12323	CC(=O)NC1=C(C(=C(C(=C1I)C(=O)N[C@@H]2[C@H]([C@@H]([C@H](OC2O)CO)O)O)I)N(C)C(=O)C)I
C12525	CC24(CCC(O)C[CH](CC[CH]1([CH]3(CCC(O)C(C)(CC[CH]12)3)))4)
C10847	[H][C@]12CC[C@]([H])([C@H]([C@H](C1)OC(=O)c1ccccc1)C(O)=O)N2C
C07538	C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1
C10292	CC(C)=CCC(C2(=CC(C1(C(=CC=C(C=1C2=O)O)O))=O))O
C06152	O[C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]1O
C16304	OC[C@H]1O[C@@H](Oc2cc(cc(O)c2O)-c2[o+]c3cc(O)cc(O)c3cc2O[C@@H]2O[C@H](COC(=O)CC(O)=O)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
C18812	C1(N=NSC=1NC(=O)NC2(C=CC=CC=2))
C18033	CC1(=CN(C(=O)NC(=O)1)C3(CC(O)C(COP([O-])(=O)OP([O-])(=O)OC2(OC(C)C([N+])CC2))O3))
C03300	C\C(CO[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O)=C\CNc1ncnc2[nH]cnc12
C19952	CC(C)CC(=O)OC2(CC1(COC(=O)C)(C4(C(O)C(O)C(OC1C=C(C)2)C3(OC3)4)(C)))
C06683	[H][C@]12SCC(CSc3nc(=O)c(=O)[nH]n3C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\c1csc(N)n1)C(O)=O
C04426	C=1C(=C(N=CC1Cl)OC=2C=CC(=CC2)O[C@@H](C(O)=O)C)F
C17351	C3(C(NC(C(C1(=CC=C(OCCC([N+])C(=O)[O-])C=C1))[N+])=O)C(=O)N(C(C2(=CC=C(O)C=C2))C(=O)[O-])3)
C07391	CCC2(=[N+]C(N)=NC(N)=C(C1(C=CC(Cl)=CC=1))2)
C03206	CC4(C1(C=CC=C(O)C=1C(C2(=C(C[CH]3(C(C(=C(C(=O)C(C2=O)3O)C(=O)N)[O-])[N+](C)C))4))=O))O
C10105	Oc1ccc(c(O)c1)-c1oc2cc(O)cc(O)c2c(=O)c1O
C20320	CC1(C)(C2(CC(=O)C1(C(=O)C2)C))
C12643	O[C@@H]1[C@@H](COC(=O)CC(O)=O)O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)[C@H](O)[C@H]1O
C06318	C([O-])(=O)C1(C=CC(C(=O)[O-])(O)C(O)C=1)
C18871	N[C@@H](CCC(=O)N[C@@H](CS[SeH])C(=O)NCC(O)=O)C(O)=O
C17966	[H][C@@]12CCC(=O)[C@H](C)[C@@]1(C)CC[C@@]1([H])[C@@]2(C)CC[C@@]2(C)C[C@](C)(CCC=C(C)C)CC[C@]12C
C06843	CCOC(=O)C(CCC1(C=CC=CC=1))NC3(C(=O)N(CC([O-])=O)C2(C(=CC=CC=2)CC3))
C10114	C[C@@H]1O[C@@H](O[C@H]2[C@H](OC[C@@H](O)c3ccc(O)c(O)c3)O[C@H](CO)[C@@H](OC(=O)\C=C\c3ccc(O)c(O)c3)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
C21134	C2(NC1(C(=CC=CC=1)C=2C3(C=C(NC(C([O-])=O)=3)C4(C5(=C(NC=4)C=CC(O)=C5)))))
C20892	C1(=O)(ON(CC(C([O-])=O)[N+])C=C1)
C19729	CC(=CC=O)C=CC=C(C=O)C
C08527	COC4(C=CC35(C(O)CN(CC2(=CC1(OCOC=1C=C23)))[CH](C4)5))
C18847	CCC1(C(O)(C=CC=CC(C(C)CC(C)C(C(C=CC(=O)O1)C)OC2(C(C(CC(C)O2)[N+](C)C)O))=O)COC3(C(C(C(C(C)O3)O)OC)OC))
C00119	O[C@H]1[C@@H](O)[C@H](O[C@@H]1COP(O)(O)=O)OP(O)(=O)OP(O)(O)=O
C20917	CC(O)C(C([O-])=O)NC(=O)C([N+])CCC1(O)(C(=O)NC1)
C08616	[H][C@@]12CC(C)(C)CC[C@]1(C)CC[C@]1(C)C2=CC[C@]2([H])[C@@]3(C)CC[C@H](O)C(C)(C)[C@]3([H])CC[C@@]12C
C09627	C[C@@H]1[C@H](O)C[C@@H](O)C2=CC[C@H](C[C@]12C)C(C)=C
C05610	[H]C(=O)\C=C\c1cc(OC)c(O)c(OC)c1
C07931	Oc1nc2cc(Cl)ccc2o1
C11855	C=C1(C2(O)(CC3(C1)(C([CH]4(C(C([O-])=O)(C)CC(=O)C=C([CH](CC2)3)4))C([O-])=O)))
C14147	Nc1nc(N)nc(NC2CC2)n1
C21660	CC2(C3(O)(CC(C)(C)CC1(CC(C)1[CH](CC2)3)))
C07201	[H][C@@]12N3CC[C@@]11c4cc(c(OC)cc4N(C)[C@@]1([H])[C@](O)([C@H](OC(C)=O)[C@]2(CC)C=CC3)C(=O)OC)[C@]1(C[C@@H]2CN(CCc3c1[nH]c1ccccc31)C[C@](O)(CC)C2)C(=O)OC
C02207	C[C@@H](NCCC(O)=O)C(O)=O
C20766	CC1(C(=O)NC(=O)N(C=1)C2(OC(C(O)C2)COP([O-])(=O)OP([O-])(=O)OC3(OC(C)C(OC)C(C)(NO)C3)))
C20144	CC34(C=CC(=O)C=C(CC[CH]1([CH](CCC2(C)(C(CC[CH]12)=O))3))4)
C16015	O[C@@H]([C@H](O)c1ccccc1)c1ccccc1
C09819	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C(CC(O)=O)C(O)c1ccccc1
C20201	CC3(C=C[CH]1(CCCC[CH]1C(C2(=CC(OC)=C([CH]=O)C(=O)O2))3))
C21159	COC1(=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C1)
C01088	CC(C)([C@@H](O)C(O)=O)C(O)=O
C01013	OCCC(O)=O
C00433	[H]C(=O)CCC(=O)C(O)=O
C21683	CCC25(C=CC[N+]4(CCC1(C3(C=CC=CC(N=C1C(O)(C(=O)OC)C2)=3))[CH]45))
C03572	OC(=O)\C=C/C=C(/Cl)C(O)=O
C03701	CCCCCCCCCCCCCCCCCC=CC(O)C(COC1(OC(CO)C(O)C(O)C(O)1))NC(=O)[R]
C01849	CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C)c(O)c4C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=CC1(OCC(=O)O1)c4c3C2=O
C13455	COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(=O)OCC(O)=O)c2c1
C00048	[CH](C(=O)[O-])=O
C01163	OC(=O)\C=C/C(=C\C(O)=O)C(O)=O
C08641	C(O)C8(C(O)C(O)C(O)C(OC4(C(C3(=CC(O)=C(O)C(OC2(C(O)C(O)C(O)C(COC(=O)C=CC1(=CC=C(O)C(O)=C1))O2))=C3))=[O+]C7(=C(C=4)C(OC6(C(O)C(O)C(O)C(COC(=O)C=CC5(=CC=C(O)C(O)=C5))O6))=CC([O-])=C7)))O8)
C08434	CNc1ncnc2[nH]cnc12
C11998	CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@H](C)C[C@@H](C)C(=O)\C=C\[C@H]1C
C03492	CC(C(C(=O)NCCC(=O)[O-])O)(COP([O-])([O-])=O)C
C12633	C1=C(C=CC(C(NCCN)=O)=N1)Cl.Cl
C03470	[H][C@@]1(C[C@H]2[C@@H](C=C)[C@@H](OC=C2C(=O)OC)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)NCCc2c1[nH]c1ccccc21
C16279	CC(C=CC=C(C)C=CC=C(C)C(=O)CCC(C)(C)OC)=CC=CC=C(C)C=CC=C(C)C=CC1(=C(C)CCCC(C)(C)1)
C05787	CC1=C(C=C)\C(NC1=O)=C/c1[nH]c(Cc2[nH]c(\C=C3NC(=O)C(C=C)=C\3C)c(C)c2CCC(=O)O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)c(CCC(=O)O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)c1C
C00005	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](OP(O)(O)=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O
C01451	OC[C@H]1O[C@@H](Oc2ccccc2CO)[C@H](O)[C@@H](O)[C@@H]1O
C21088	C(O)(C(O)C(O)C([O-])=O)C(O)C(=O)[O-]
C06007	CC[C@@](C)(O)[C@@H](O)C([O-])=O
C05604	OC(=O)[C@@H]1Cc2cc(O)c(O)cc2N1
C03955	C([C@@H](O)*)(=O)O
C05512	OC[C@H]1O[C@H](C[C@@H]1O)n1cnc2c1nc[nH]c2=O
C20845	C([O-])(=O)C(=N)CC(O)C(O)CO
C20543	CC(C)(O)[CH]1(O[CH]3(C2(OC(C(O)1)2)C4(O)(C(C)(CC3)C5(C)([CH](CC4)CC6(=C5NC7(=C6C=CC=C7))))))
C00065	C(O)C([N+])C(=O)[O-]
C16489	N[C@@H](CCCCNCC(=O)[C@@H](O)[C@H](O)[C@H](O)COP(O)(O)=O)C(O)=O
C01721	C[C@H](O)[C@@H](O)[C@@H](O)C(=O)CO
C16224	COC1(=CC=C2(C(=C1)O[CH]3([CH]2COC5(=C3C=CC(OC4(OC(COC(CC([O-])=O)=O)C(O)C(O)C(O)4))=C5))))
C20307	CC1(CC[CH]2(C(CC[CH]([CH](C=1)2)C(CO)=C)C))
C01572	Oc1cc(cc(O)c1O)C(=O)Oc1cc(cc(O)c1O)C([O-])=O
C09894	C=CC=CCC2(=C(C)C(OC(=O)C1(C(C1(C)C)C=C(C(OC)=O)C))CC(=O)2)
C00315	NCCCCNCCCN
C15612	[H]\C(C)=C1/C[C@@H](C)[C@@](C)(O)C(=O)OCC2=CC[N+]3([O-])CC[C@@]([H])(OC1=O)[C@@]23[H]
C21709	C=CC3(C)(CC[CH]2(C1([CH](C(CCC1)(C)C)CCC(O)2C3)C))
C09269	CC(C)=CCOc1c2occc2cc2ccc(=O)oc12
C03758	NCCc1ccc(O)c(O)c1
C12249	C1(C=C(O)C=CC=1C3(OC4(C=C([O-])C=C(O)C(C(=O)C(OC2(OC(CO)C(O)C(O)C(O)2))=3)=4)))
C16172	CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12
C19816	CC(C)=CCCC(C)[CH]1(CCC(C)[CH]2(C1=CC(=C)CC2))
C15874	CC(C)=CCC\C(C)=C\C=C\C(C)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C=C(C)\C=C\CC(C)(C)O
C01934	CC(O)C(O)C(O)C(O)C([O-])=O
C07500	CC(CO)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
C03975	Nc1nc(O)c2ncc(O)nc2n1
C19714	C(=NO)CC1(C=CC=CC=1)
C19970	C(C3(C(CC(N2(C1(=C(C(=NC(=O)N1)N)N=C2)))O3)O))OP([O-])([O-])=O
C06227	[*]C1=[O][Fe]234(ON1)ONC([*])=[O]2.[*]C(NO3)=[O]4
C20780	CC(=CCCC([CH]1([CH]2(C(C)(CC1)C3(C)(CC(O)[CH]4(C(C(O)CCC(C)([CH](CC(O)2)3)4)(C)C)))))(C)OC5(OC(CO)C(O)C(O)C(O)5))C
C10219	COc1cc2CCN(C)[C@]3([C@@H](O)c4c(ccc5OCOc45)C3=O)c2cc1O
C00700	OC(CNCCNC(=O)N1CCOCC1)COc1ccc(O)cc1
C11516	OC[C@H]1O[C@H](OC(COP(O)(O)=O)C(O)=O)[C@@H](O)[C@@H](O)[C@@H]1O
C07101	Oc1cc(Cl)c(Cl)cc1Cl
C00530	Oc1ccc(O)cc1
C01746	C1CCNCC1
C07102	C1(=C(C(O)=CC(=C1Cl)O)O)
C05441	CC(C)C(C)C=CC(C)C3(CCC2(C(=CC=C1(CC(O)CCC(=C)1))CCCC(C)23))
C02753	C(O)C1(OC(=O)C(O)C(O)1)
C07130	Cn1c2nc[nH]c2c(=O)n(C)c1=O
C08381	CCCCCCCCCCCCCCCCCCCCCCCCCCO
C00242	C12=C(N=C(NC1=O)N)NC=N2
